oldAC,occurrence,source,heading,shape,explicitRefs,chosenOldUS,decision,reason,status,oldACExcerpt,chosenUSSource,chosenUSExcerpt
"AC-0003-0010","1","spec-0003/03_Acceptance-Criteria.md:92","# AC-0003-0010","gherkin_textual","","US-0003-0009","proposed_semantic","AC heading/scenario '' describes the action in US-0003-0009: Git symlink 設定 + Windows 対応. Review source bodies before plan inclusion.","review_for_migration","Scenario: Windows symlink 失敗時エラー Given Windows 環境で Developer Mode が無効である When `qfai init` で symlink 作成を試みる Then Developer Mode 有効化の案内を含むエラーメッセージが表示される And 処理が中断される","spec-0003/02_User-stories.md:123","- Parent: CAP-0003 - Goal: `qfai init` 実行時に `git config core.symlinks true` を自動設定し、Windows では EPERM 時に Developer Mode 有効化の案内を表示する - Non-goals: Windows Developer Mode の自動有効化"
"AC-0003-0011","1","spec-0003/03_Acceptance-Criteria.md:101","# AC-0003-0011","gherkin_textual","","US-0003-0011","proposed_semantic","AC heading/scenario '' describes the action in US-0003-0011: Copilot review instructions 配布. Review source bodies before plan inclusion.","review_for_migration","Scenario: Copilot review instructions 新規配置 Given .github/instructions/ ディレクトリが存在しない新規リポジトリ When `qfai init` を実行する Then `.github/instructions/code-review.instructions.md` と `principles.instructions.md` が作成される And 各ファイルに YAML frontmatter が含まれる","spec-0003/02_User-stories.md:135","- Parent: CAP-0003 - Goal: `qfai init` 時に `.github/instructions/code-review.instructions.md` と `.github/instructions/principles.instructions.md` を create-only で配布する - Non-goals: 言語固有のルール追加（SDD skill の責務）"
"AC-0003-0012","1","spec-0003/03_Acceptance-Criteria.md:110","# AC-0003-0012","gherkin_textual","","US-0003-0011","proposed_semantic","AC heading/scenario '' describes the action in US-0003-0011: Copilot review instructions 配布. Review source bodies before plan inclusion.","review_for_migration","Scenario: instructions の既存ファイル保護 Given `.github/instructions/code-review.instructions.md` がカスタム内容で存在する When `qfai init` を実行する Then 既存ファイルは変更されない","spec-0003/02_User-stories.md:135","- Parent: CAP-0003 - Goal: `qfai init` 時に `.github/instructions/code-review.instructions.md` と `.github/instructions/principles.instructions.md` を create-only で配布する - Non-goals: 言語固有のルール追加（SDD skill の責務）"
"AC-0003-0013","1","spec-0003/03_Acceptance-Criteria.md:118","# AC-0003-0013","gherkin_textual","","US-0003-0012","proposed_semantic","AC heading/scenario '' describes the action in US-0003-0012: instructions の force 更新. Review source bodies before plan inclusion.","review_for_migration","Scenario: --force で instructions が更新される Given 両方の instructions ファイルがカスタム内容で存在する When `qfai init --force` を実行する Then どちらのファイルも shipped テンプレートの内容で再生成される","spec-0003/02_User-stories.md:141","- Parent: CAP-0003 - Goal: `--force` を付けた場合、instructions ファイルを shipped テンプレートで再生成する - Non-goals: `--force` なしでの自動更新"
"AC-0003-0014","1","spec-0003/03_Acceptance-Criteria.md:126","# AC-0003-0014","gherkin_textual","","US-0003-0013","proposed_semantic","AC heading/scenario '' describes the action in US-0003-0013: instructions アクティベーション案内. Review source bodies before plan inclusion.","review_for_migration","Scenario: instructions 作成時のアクティベーション案内 Given 新規リポジトリで instructions ファイルが存在しない When `qfai init` を実行する And 少なくとも1つの instructions ファイルが作成される Then stdout にアクティベーションガイダンスが表示される","spec-0003/02_User-stories.md:147","- Parent: CAP-0003 - Goal: instructions ファイルが新規作成された場合にアクティベーションガイダンスを stdout に表示する - Non-goals: 自動アクティベーション"
"AC-0003-0015","1","spec-0003/03_Acceptance-Criteria.md:135","# AC-0003-0015","gherkin_textual","","US-0003-0015","proposed_semantic","AC heading/scenario '' describes the action in US-0003-0015: `.gitignore` 管理ブロック自動追記. Review source bodies before plan inclusion.","review_for_migration","Scenario: `qfai init` appends the QFAI managed block to the root `.gitignore` Given an empty project directory When `qfai init` runs Then the root `.gitignore` carries one marker line (`# ── QFAI managed (generated by qfai init) ──`) And it contains `.qfai/rep","spec-0003/02_User-stories.md:153","- Parent: CAP-0003 - Goal: `qfai init` appends the QFAI managed block to the adopting project's root `.gitignore`: the marker line, ignore lines that include `.qfai/report/*`, `.qfai/evidence/*`, `.qfai/discussion/*` and `.qfai/review/*`, and then the governan"
"AC-0003-0016","1","spec-0003/03_Acceptance-Criteria.md:149","# AC-0003-0016","gherkin_textual","","US-0003-0015","proposed_semantic","AC heading/scenario '' describes the action in US-0003-0015: `.gitignore` 管理ブロック自動追記. Review source bodies before plan inclusion.","review_for_migration","Scenario: レガシー管理ブロックからの自動移行 Given 旧バージョンの管理ブロック（`!.qfai/review/review-*/` と `!.qfai/review/review-*/**` を含む形式）が `.gitignore` に存在する When `qfai init` を実行する Then marker 行は 1 件のみ残る And レガシー行 `!.qfai/review/review-*/` と `!.qfai/review/review-*/**` は除去される And 新しい管理ブ","spec-0003/02_User-stories.md:153","- Parent: CAP-0003 - Goal: `qfai init` appends the QFAI managed block to the adopting project's root `.gitignore`: the marker line, ignore lines that include `.qfai/report/*`, `.qfai/evidence/*`, `.qfai/discussion/*` and `.qfai/review/*`, and then the governan"
"AC-0003-0017","1","spec-0003/03_Acceptance-Criteria.md:209","## AC-0003-0017: 4-layer asset-tree seed","prose","US-0003-0016","US-0003-0016","explicit_parent","Source spec-0003/03_Acceptance-Criteria.md:209 declares US-0003-0016 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0003-0016 - Given a clean new project directory - When `qfai init` runs - Then the four directories `.qfai/assistant/{constitution,manifest,catalog,process}/` are created with the shipped assets' content. A layer the shipped assets fill gets no `","spec-0003/02_User-stories.md:36","- Parent: CAP-0003 - Goal: `qfai init` seeds a new project with the four assistant-tree layers (`constitution/`, `manifest/`, `catalog/`, `process/`) and the project-root `.qfai/steering/` AI work-log surface, so one command realises the layout the CHG-003 dis"
"AC-0003-0018","1","spec-0003/03_Acceptance-Criteria.md:217","## AC-0003-0018: project-root steering seed","prose","US-0003-0016","US-0003-0016","explicit_parent","Source spec-0003/03_Acceptance-Criteria.md:217 declares US-0003-0016 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0003-0016 - Given a clean new project directory - When `qfai init` runs - Then `.qfai/steering/.gitkeep` and `.qfai/steering/_templates/entry.md` are created at the project root, and no `.qfai/steering/README.md` is written. A later `qfai init` p","spec-0003/02_User-stories.md:36","- Parent: CAP-0003 - Goal: `qfai init` seeds a new project with the four assistant-tree layers (`constitution/`, `manifest/`, `catalog/`, `process/`) and the project-root `.qfai/steering/` AI work-log surface, so one command realises the layout the CHG-003 dis"
"AC-0003-0019","1","spec-0003/03_Acceptance-Criteria.md:225","## AC-0003-0019: --upgrade-assistant-tree flag","prose","US-0003-0017","US-0003-0017","explicit_parent","Source spec-0003/03_Acceptance-Criteria.md:225 declares US-0003-0017 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0003-0017 - Given a project on the legacy layout, with only `.qfai/assistant/steering/` - When `qfai init --upgrade-assistant-tree` runs - Then the four new layer directories are added, and the seeded templates under the legacy `steering/` are re","spec-0003/02_User-stories.md:43","- Parent: CAP-0003 - Goal: a project on the legacy `.qfai/assistant/steering/` layout moves to the four-layer layout with one command, `qfai init --upgrade-assistant-tree`. A file carrying user edits is preserved, with a `W-USER-EDIT-PRESERVED` informational n"
"AC-0003-0020","1","spec-0003/03_Acceptance-Criteria.md:233","## AC-0003-0020: W-USER-EDIT-PRESERVED 出力","prose","US-0003-0017","US-0003-0017","explicit_parent","Source spec-0003/03_Acceptance-Criteria.md:233 declares US-0003-0017 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0003-0017 - Given 旧 `.qfai/assistant/steering/` 配下にユーザー編集のあるファイルが存在する - When `qfai init --upgrade-assistant-tree` を実行する - Then ユーザー編集ファイルは新 layer 側にコピーされ、ファイルパスを naming した `W-USER-EDIT-PRESERVED` informational note が stdout に少なくとも 1 件出力される","spec-0003/02_User-stories.md:43","- Parent: CAP-0003 - Goal: a project on the legacy `.qfai/assistant/steering/` layout moves to the four-layer layout with one command, `qfai init --upgrade-assistant-tree`. A file carrying user edits is preserved, with a `W-USER-EDIT-PRESERVED` informational n"
"AC-0003-0021","1","spec-0003/03_Acceptance-Criteria.md:240","## AC-0003-0021: migration memo authoring","prose","US-0003-0018","","retired","Approved REMOVE row identified in source delta; do not migrate as active criterion.","approved_retirement","- US-Refs: US-0003-0018 - Given `qfai init --upgrade-assistant-tree` が成功した直後 - When migration completion を確認する - Then `.qfai/assistant/process/migrations/v<X.Y.Z>-assistant-layer-recut.md` が生成され、本文は (1) 移行前 layout、(2) 移行後 layout、(3) 影響ファイル一覧、(4) sunset 予定 mino","",""
